review_id,bank,review_text,processed_text,sentiment_label,sentiment_score,theme
8bc7721c-3d11-4a15-a787-fdb0c266a9f4,CBE,it is smart app but it has stoped after some period of time on my device with out any reason .,smart app stop period time device reason,positive,0.21428571428571427,Other
d3266f1c-8cb9-4766-a90e-47c2532a2b42,CBE,amazing app I am used this app for one year,amazing app app year,positive,0.6000000000000001,Other
1426b3c3-e096-4535-9ec8-f9972af0ac54,CBE,👍,,neutral,0.0,Other
505a4969-b975-4810-a641-b501ba9dc078,CBE,good app,good app,positive,0.7,Other
5864d26a-c52e-4755-86e5-3bfbf9f1d814,CBE,i love it 😍😘,love,positive,0.5,Other
f49a91cf-b302-4977-a99d-c545b7213dad,CBE,It makes life easy!👌,make life easy,neutral,0.0,Other
893a61e9-9eeb-4972-9a46-1eb810d54520,CBE,its not fast,fast,negative,-0.1,Other
9178649b-de1e-4cda-b5c0-b818fcfb560a,CBE,wow,wow,positive,0.1,Other
85e5a705-1f69-439d-be61-5b0cd73237e2,CBE,it is sooo good,sooo good,positive,0.7,Other
46c30714-0201-4098-a5a5-b4c94924181d,CBE,excellent,excellent,positive,1.0,Other
fd822304-f04e-4be9-a1e0-c6ab0dd5d485,CBE,ok,ok,positive,0.5,Other
7663c1c2-6a74-4566-9e5d-c4451449d9d0,CBE,Fantastic,fantastic,positive,0.4,Other
dad4e463-c5b1-47bc-a193-84741470825e,CBE,accessible to using,accessible,positive,0.375,Other
382b6807-a1f4-48e7-98fe-d22eeb1edd4d,CBE,I like it,like,neutral,0.0,Other
5cf0ff9b-047d-4575-9351-eb77dee85e05,CBE,good,good,positive,0.7,Other
a68dfd3a-aaa3-48bc-84b8-842311de1b8c,CBE,why you change default network?,change default network,neutral,0.0,Other
2938c3f2-fa9c-4847-98e1-b0bfc57cb614,CBE,very nice 👍,nice,positive,0.78,Other
bbe86a27-add8-491a-9414-cb69534c384a,CBE,good,good,positive,0.7,Other
c2af9859-2af3-409d-8df2-57b98b6d29e1,CBE,nice fast app,nice fast app,positive,0.4,Other
cb138ee0-5b31-4f4d-a98e-cc5429cdd12a,CBE,good,good,positive,0.7,Other
3e538d9f-cec3-4f37-ad3d-547d33729ea5,CBE,best,well,positive,1.0,Other
3589e146-296a-4c7c-9c8d-8f1593190cbe,CBE,how to I get my money,money,neutral,0.0,Transactions
7dc48c33-245c-4920-9cf7-4b3d40d00064,CBE,"Very bad, can't even load they need to improve their services.",bad load need improve service,negative,-0.9099999999999998,Other
e207b071-24a5-447f-b6b3-0eb287986a88,CBE,"Very good app, but please make it reliable . it crashes sometimes .",good app reliable crash,positive,0.9099999999999999,Other
d3187592-0b15-407a-a9a0-bffbd13bc2fd,CBE,very busy I don't know why... I prefer 889,busy know prefer,positive,0.13,Other
5c907c9f-8bd3-4703-9505-744e632c595c,CBE,"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",nasty lag hour fix rest,negative,-0.5,Other
f5386dd0-124d-4a3e-964e-75f475130af9,CBE,the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,boring mobil banking application use alternative private bank mobile banking app,negative,-0.16666666666666666,Other
cecd67ca-fc27-4414-8704-0f705520fa98,CBE,hojii bonsaadha,hojii bonsaadha,neutral,0.0,Other
beef426f-6270-49b7-9f5a-ae9bc8cc3690,CBE,ok,ok,positive,0.5,Other
937d6610-96cf-46b9-b9c2-34b6e475dd33,CBE,ok,ok,positive,0.5,Other
310cffb5-629d-4f32-b55c-aff448ddad2d,CBE,user-friendly apps.because this app is easy.,user friendly app easy,positive,0.43333333333333335,Other
02df386f-21b3-47c3-921f-4bf17ce136f8,CBE,Awosome!!!,awosome,neutral,0.0,Other
b9c8ce60-4060-438b-a0e8-c8faf314b7a4,CBE,"Very good app,",good app,positive,0.9099999999999999,Other
34d6492b-f6e7-42ed-851a-348ab215c36a,CBE,sync problem may 22 2025 but the date stack on may 8 2025 help pls,sync problem date stack help pls,neutral,0.0,Other
51d29cb1-86f9-45cb-8c16-04c431d7d213,CBE,ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,ይህ መተግበሪያ በጣም ጥሩ ነው app nice,positive,0.78,Other
23ee51ec-56a4-4b30-987a-2c854badda8d,CBE,I hate this app 😒,hate app,negative,-0.8,Other
2e950543-b00d-445e-9d57-57f26f6f8c8c,CBE,trustful,trustful,neutral,0.0,Other
4e46ad7e-37a8-4538-8add-83c140705840,CBE,I like,like,neutral,0.0,Other
0073bcff-2f19-431b-ac20-770d2c08e9a4,CBE,update issue,update issue,neutral,0.0,Other
392ef1b2-7904-4874-99c5-45d7d98344ac,CBE,its not working over safari network,work safari network,neutral,0.0,Other
f52e56b1-7c66-4e8f-942d-06f23ea3ecae,CBE,oldie,oldie,neutral,0.0,Other
832328c2-cdd0-465b-b6eb-e519f7ffa59d,CBE,it doesn't work,work,neutral,0.0,Other
c87d1b60-a04d-4750-ac31-d46a08adf46b,CBE,best,well,positive,1.0,Other
39f74545-07ff-415e-a401-2266fe41e7df,CBE,"This app is good, and we are using it well",app good,positive,0.7,Other
4ba8ffe0-42c2-409c-a00b-8c784ed2b1e9,CBE,ok,ok,positive,0.5,Other
a526cc1a-0040-4cb5-87cb-30b59f51a06e,CBE,best app,good app,positive,1.0,Other
7eab74f1-3686-4b99-8a23-28fd9d27f6a4,CBE,best,well,positive,1.0,Other
05e70242-c8ac-4cee-8b41-22da134c5837,CBE,very nice 👌 app for android phone,nice app android phone,positive,0.78,Other
5a727b0d-4427-4abe-8e9f-9e36369c849c,CBE,good app,good app,positive,0.7,Other
4040342a-f343-4818-8d39-d9ae5c12d4bc,CBE,Yes Yes,yes yes,neutral,0.0,Other
f9d83d70-1916-498f-91e9-acaa7a5d75f1,CBE,በጣም ከርፋፋ,በጣም ከርፋፋ,neutral,0.0,Other
ca0ab815-f3f0-4620-9660-bfb79f818314,CBE,easy to use helpful in my life,easy use helpful life,positive,0.43333333333333335,Other
0a051c60-7488-4b4c-9a53-672827aaef6f,CBE,good 👍,good,positive,0.7,Other
da58ef58-30bf-41a7-b705-66e5ae261011,CBE,the best mobile banking app,good mobile banking app,positive,1.0,Other
30cfce0b-7504-425f-89a9-8091ffa24920,CBE,"this app is very useful app,it saves time,and it is secure",app useful app save time secure,positive,0.395,Other
040716c7-d5a4-40e4-8132-3e8b20574592,CBE,ok,ok,positive,0.5,Other
c0595f27-7901-4d8b-8363-ea3601854094,CBE,it's a good application 👍,good application,positive,0.7,Other
26fd7f14-c17f-4081-8910-45f2008ca145,CBE,the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,screenshot reffresh option annoying make transaction delay activity,negative,-1.0,Other
b22fe51f-e673-41ae-a625-2f8f1cce76ee,CBE,poor service,poor service,negative,-0.4,Other
724eed5b-dd3a-47c2-865c-b6b63437c650,CBE,amazing,amazing,positive,0.6000000000000001,Other
9eff9bee-1e05-4f68-ae9a-2de67b8564bc,CBE,it is reliable and easy to use.,reliable easy use,positive,0.43333333333333335,Other
cdad77fa-fadb-494d-970c-d816e2f6a83d,CBE,the most annoying mobile banking app I've ever seen,annoying mobile banking app see,negative,-0.15000000000000002,Other
0869bd94-48d8-4a25-8aa3-d2dd8522ac1d,CBE,Cbe mobile banking,cbe mobile banking,neutral,0.0,Other
5be1f935-aaad-4981-8f31-02d880bb987f,CBE,"i can't make Screenshout in this app, please made modification",screenshout app modification,neutral,0.0,Other
ba4b588c-3388-4ee1-8cca-4eae702a81e5,CBE,Best app I loved it,good app love,positive,0.85,Other
c32663ff-736c-49fc-9f18-b413f4aa4826,CBE,nice app,nice app,positive,0.6,Other
4d714161-e4d6-4686-80ac-e71c6ffe4308,CBE,wow,wow,positive,0.1,Other
7b6c801d-4f97-44bd-b59f-252cde7c0515,CBE,Amazing applicatiom sometimes doesnt work!,amazing applicatiom not work,positive,0.7500000000000001,Other
2fe903d9-41fe-4ec3-9a2d-fd0acfe57725,CBE,well satisfied with this beautiful app,satisfied beautiful app,positive,0.675,Other
9639b30c-353a-4364-9dba-b3360f1734af,CBE,very good,good,positive,0.9099999999999999,Other
e2fcbf5a-a6c3-4d48-9a81-cc2fb4c0eb0b,CBE,best app.,good app,positive,1.0,Other
e57abb98-0508-4d0c-a321-e780b490a278,CBE,good,good,positive,0.7,Other
7e493c4b-0d15-4444-9d9c-144b59c3fe49,CBE,"not working,why???",work,neutral,0.0,Other
67398692-d12e-4229-9f88-67f25f1a7336,CBE,Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,great impact developer option turnoff fix,positive,0.8,Other
d7dc9c26-6954-4247-b04e-d870e1df24e3,CBE,excellent,excellent,positive,1.0,Other
539ea673-656c-44ce-b226-f61677fd6e31,CBE,always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,disappointing especially ios similar local application extremely superior application disappointing,negative,-0.08333333333333333,Other
23ffabb6-3005-403f-a16b-10e24aab5f7e,CBE,woxe harimo ribiso,woxe harimo ribiso,neutral,0.0,Other
b736be05-f904-41bc-8fa2-af026795b650,CBE,good,good,positive,0.7,Other
d4b852bb-683b-41ea-85ba-6ed38bed539c,CBE,"Good ,easy to use",good easy use,positive,0.5666666666666667,Other
d5f1430c-e8ce-4786-8cc2-f3af6b4f9015,CBE,Good app,good app,positive,0.7,Other
9954b052-2fbe-4d52-8a5e-7f92f70b3dd5,CBE,Good job👍,good job,positive,0.7,Other
7083e86f-0ee6-42c4-b177-c0b04bce1fa1,CBE,good,good,positive,0.7,Other
6f106ca0-c98c-4282-a880-eafdb3834cf6,CBE,nice,nice,positive,0.6,Other
7fbce453-198b-401e-ab72-5f778309cd92,CBE,"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",kindly ask update app allow screenshot convenient efficient long add security access reason block screenshoote screen,positive,0.27499999999999997,Other
336d7230-c7c0-4aa9-9d43-17ddfbffbca1,CBE,I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,cbe mobile banking app overall appreciate feutere nottice turn developer option divice function prorerly great look issue l need access developer set otter application thankyou attention matter,positive,0.4,Other
91f3ee87-fb66-4106-809a-fee5c30761cb,CBE,customer service is bad nothing is good about this bank,customer service bad good bank,positive,5.551115123125783e-17,Other
150068b3-36ed-489b-8ad7-b8121c0d8662,CBE,It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,amazing mobile banking app screenshot receipt not work,positive,0.6000000000000001,Other
0ee61e87-0b46-405b-9ac6-219eea2399a0,CBE,fast and simple easy to use 👌,fast simple easy use,positive,0.2111111111111111,Other
a878dd26-bc46-4da6-8a6e-99794c921510,CBE,The fastest transferring app I ever had its so reliable,fast transferring app reliable,neutral,0.0,Other
1c69ba75-de9a-4dd4-9e84-e19d985c0d4d,CBE,"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",fund transfer bank reflect account confirmation text message receive,neutral,0.0,Other
955c6dc7-0841-4c20-8796-35504174788b,CBE,it's easy and fast,easy fast,positive,0.31666666666666665,Other
552dc072-e6aa-4360-a85c-161ffa4d575e,CBE,This app don't have self activation only you have to look near cbe branch that's disgusting,app self activation look near cbe branch disgusting,negative,-0.3,Other
719d06b2-b929-4dfa-98e8-8e24cff1bc13,CBE,hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,hello dearest cbe office personnel benefit interest free account thank help,positive,0.30000000000000004,Other
bd9d8254-264a-428c-8d48-2449e2260108,CBE,wow best application ever,wow good application,positive,0.55,Other
8506f1a9-94cd-4932-a493-89914ab1dbe5,CBE,good,good,positive,0.7,Other
f569e45d-b7d5-4c40-bc43-18ac0e13965a,CBE,"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",sorry developer mode application hack sure developer stupid not make sense,negative,-0.26666666666666666,Other
0330774f-f331-4b09-a8df-080e2970440d,CBE,Best,well,positive,1.0,Other
7327f7dd-510f-4054-9541-8157e0ae9b18,CBE,the pride of Ethiopian bank 🏦,pride ethiopian bank,neutral,0.0,Other
a41ead51-812c-49bc-bd00-d7fc843231f5,CBE,why the app telling me to turn of developer options please fix it.,app tell turn developer option fix,neutral,0.0,Other
0f07644d-eb30-428e-af2f-41aa984c6abd,CBE,good,good,positive,0.7,Other
df28585f-becc-4398-8a86-6adcf887ea1d,CBE,ok,ok,positive,0.5,Other
50a257eb-6cc7-4d7a-ae9b-be97bc94ff99,CBE,i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,happy small prob transfer not transfer cashe bil dic,positive,0.375,Other
571e3f44-a2bb-42f2-854c-c2ae87427d28,CBE,ok,ok,positive,0.5,Other
847cdb9b-6873-4269-a45b-5ec548a715d2,CBE,good,good,positive,0.7,Other
799ae549-516c-4619-8781-dde22fd66e77,CBE,amazing apps,amazing app,positive,0.6000000000000001,Other
684fd27d-fb21-4f26-a3a2-2df5c05d35b8,CBE,All service of Mobile Banking,service mobile banking,neutral,0.0,Other
5c9fa1c5-003b-4df4-b07e-80f0c26d73fd,CBE,needs improvement,need improvement,neutral,0.0,Other
6e27f7ac-d2f5-456f-b269-1082a276c3d7,CBE,i miss the old one i couldn't send my mony to other bank..,miss old send mony bank,negative,-0.012499999999999997,Other
02a8488a-1993-4582-a072-3364f04647f6,CBE,the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,app recently crush time open try transfer good lesson dashen super app ethiotelecom befit experience glory make friendly convenient consider leave cbe good,positive,0.42976190476190484,Other
2aac8e73-fe95-4be3-a195-bdaa3a856d23,CBE,good,good,positive,0.7,Other
4bd0f0c6-843e-4e4c-ad02-d735c1578c9e,CBE,good but these week not oky,good week oky,positive,0.7,Other
c1bb53ca-ef9c-427f-a7a9-d4bb1ec232b9,CBE,well designed! Fixing bugs & two step verification with biometric... simply it's great!,design fix bug step verification biometric simply great,positive,1.0,Other
f77f80b8-0e4c-44ab-a5fa-1ae6ec3898a6,CBE,Good app,good app,positive,0.7,Other
bde45d03-32a2-40cd-aaf9-4b8e0df51a5e,CBE,If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,developer read fix screenshot functionality download button work flawlessly touch time,positive,0.39999999999999997,Other
951e60b0-c44a-447f-ac25-7e2be26ff3de,CBE,"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",great thing place transfer bank face like mobile charge card place,positive,0.39166666666666666,Other
e8c16e1b-4452-4b87-bc72-398427914c25,CBE,CBE mobilr bankg,cbe mobilr bankg,neutral,0.0,Other
8d159742-a712-48a4-af05-6266475e9939,CBE,wow,wow,positive,0.1,Other
a30e7cfb-5da8-4b13-a7bc-ee188af3b214,CBE,verygood,verygood,neutral,0.0,Other
7bb32387-a3f7-45a1-9238-646fa26fb4ce,CBE,ممتاز جدا,ممتاز جدا,neutral,0.0,Other
a5013e04-9ee0-4cf7-8b1e-b357a0743a84,CBE,it's very low quality application,low quality application,neutral,0.0,Other
44df75ec-64ad-4129-a70f-3b5512f595a9,CBE,Very Amazing Apps,amazing app,positive,0.7800000000000001,Other
fb3a4e37-bf12-44d3-842f-06994277596e,CBE,አዛ,አዛ,neutral,0.0,Other
ed713db5-3620-4a87-bb2e-f242e03a9336,CBE,wow simple life,wow simple life,positive,0.05,Other
9014dd74-e587-47b5-80fe-48864bb8a8eb,CBE,it's nice,nice,positive,0.6,Other
0c2ecaea-7fc2-461b-9dcb-5c2d938dab18,CBE,Why stacked sometimes,stack,neutral,0.0,Other
c6c0fcfc-7792-4045-9ed9-8d348ed26c27,CBE,good app,good app,positive,0.7,Other
f04f6bc3-a261-4104-a364-7a4da0be186e,CBE,nice,nice,positive,0.6,Other
783ea957-ec2a-4eaf-a1d8-398a95b1fb1d,CBE,okay 👍 but sometimes busy,okay busy,positive,0.3,Other
beae4fab-d673-4120-ba42-ea1bf94a737f,CBE,the worst commercial company that fails to do even the most normal things again and and again.,bad commercial company fail normal thing,negative,-0.16999999999999998,Other
3bd19bd8-b148-4476-ab68-16eff8d9f543,CBE,nice,nice,positive,0.6,Other
1559b547-36e5-4b58-8507-b44cc1801331,CBE,Very good app. but disappointed by general cessation of system.,good app disappoint general cessation system,positive,0.06999999999999998,Other
9d22588d-8c66-4000-a98d-882081df9acc,CBE,excellent,excellent,positive,1.0,Other
dec03b11-6fb0-4d3a-bb0e-83155b9a337c,CBE,good,good,positive,0.7,Other
f2504faa-4847-4538-8228-8659242f7bb0,CBE,good,good,positive,0.7,Other
9a11d82f-54b8-43ea-856c-1283ccb62f20,CBE,Good and fast,good fast,positive,0.44999999999999996,Other
11839185-554f-4c79-bebf-f9a00082204f,CBE,Unreliable!,unreliable,neutral,0.0,Other
77d6154d-7008-47ba-8d70-2493451352a3,CBE,Best the best fast,well good fast,positive,0.7333333333333334,Other
aff6c400-ba48-4ba3-b33e-65433f6d1e0d,CBE,good app,good app,positive,0.7,Other
f2a27cd9-8e14-4e09-a43a-ed43f270714e,CBE,happy,happy,positive,0.8,Other
7dcbcd69-baa0-4c8c-a3a2-4a2cf0d959d1,CBE,fast and reliable,fast reliable,positive,0.2,Other
9c5c1349-ffad-4876-92ff-2b222e753eb5,CBE,network errorrrrrr,network errorrrrrr,neutral,0.0,Other
7e817bb8-d23e-4f3f-a5fb-b7c76ddc2126,CBE,Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,good app problem send money telebirr mpesa add use,positive,0.675,Other
28e615dd-6a83-4cbe-b483-ad5aa59dffbc,CBE,its good and simple to use,good simple use,positive,0.35,Other
a038badc-107b-4d0d-9099-ae58366c24fa,CBE,worest app like that bank for security and network access,wor app like bank security network access,neutral,0.0,Other
d2564215-9555-4556-8378-518439ca55a6,CBE,it's the best app i,good app,positive,1.0,Other
8e47f061-c03d-477d-83d7-9e9ef8fbd85f,CBE,not bad not good,bad good,negative,-2.7755575615628914e-17,Other
6c7d83e4-3225-4811-8f2e-eb376a6188a9,CBE,its very nice,nice,positive,0.78,Other
926c79cf-a45f-452c-b00e-472621ded600,CBE,do not work this week,work week,neutral,0.0,Other
8096ea90-64d7-4416-9558-1f7b7ca73cde,CBE,It crashes frequently,crash frequently,positive,0.1,Reliability
8871dca7-6f8d-4ad8-a200-645d4673a631,CBE,the best,good,positive,1.0,Other
